Species Name,Common Name
Memecylon umbellatum,Ironwood Tree
Memecylon umbellatum,Pride Of Matheran
"Meyenia erecta alba, Thunbergia erecta alba",Meyenia White
Meyenia erecta cerrulea,Meyenia Erecta Blue
"Meyenia erecta nana, Thunbergia erecta nana",Meyenia Erecta Mini
"Meyenia erecta purpurea, Thungerbia erecta purpurea",Meyenia Erecta Purple
Michelia figo,Banana Shrub
Mitragyna parvifolia,Kaim
Monodora myristica,Jamaica Nutmeg
Monodora myristica,Calabash Nutmeg
Monodora myristica,African False Nutmeg
Monstera deliciosa,Swiss Cheese Plant
Monstera deliciosa,Big Monstera
Monstera deliciosa,Windowleaf
Monstera deliciosa,Ceriman
Monstera deliciosa,Split-leaf Philodendron
Monstera deliciosa,Monstera
Monstera deliciosa variegata,Variegated Monstera
"Moullave spicata, Wagatea spicata, Caesalpinia spicata",Candy Corn Plant
"Muehlenbeckia platyclada, Coccoloba platyclada",Ribbon Bush
"Muehlenbeckia platyclada, Coccoloba platyclada",Tape Bush
Murraya exotica,Satin Wood Tree
Murraya exotica,Cosmetic Bark Tree
Murraya koenigii,Curry Leaf Plant
"Murraya paniculata, M. elongata",Satin Wood Tree
Musa cavendishii nana,Mini Banana
Musa cavendishii nana,Japanese Dwarf Banana
"Musa coccinea, Musa uranoscopos",Ornamental Banana Orange
"Musa coccinea, Musa uranoscopos",Scarlet Banana
"Musa coccinea, Musa uranoscopos",Red Torch Banana
"Musa coccinea, Musa uranoscopos",Red Flowering Thai Banana
Musa ornata bronze,Ornamental Banana Orange Red
Musa ornata lutea,Yellow Banana
Musa ornata lutea,Musa Yellow
Musa ornata siam ruby,Banana Siam Ruby
"Musa ornata, Musa mexicana",Ornamental Banana Pink
"Musa ornata, Musa mexicana",Bronze Banana
"Musa species, Musella lasiocarpa",Golden Lotus Banana
Musa velutina,Velvet Pink Banana
Musa x paradisiaca red,Red Banana
"Musa x paradisiaca vittata,",Musa Tricolor
"Musa x paradisiaca vittata,",Musa Variegated
Musa zebrina,Blood Banana
Musa zebrina,Zebra Banana
Musa zebrina,Striped Banana
Mussaenda erthrophylla,Mussaenda
Mussaenda erthrophylla,Ashanti Blood
Mussaenda erthrophylla,Red Flag Bush
Mussaenda erthrophylla,Tropical Dogwood
Mussaenda erthrophylla,Mussaenda Red Single
Mussaenda frondosa,Single White Mussaenda
Mussaenda frondosa,Mussanda
Mussaenda hybrid red,Mussaenda Hybrid Red
Mussaenda lutea,Mussaenda Single Yellow
Mussaenda philippica alba,Mussaenda White
Mussaenda philippica calcutta sunrise,Mussaenda Orange
Mussaenda philippica queen sirikit,Mussaenda Queen Sirikit
Mussaenda philippica rosea,Mussaenda Pink
Mussaenda philippica rosea var alba,Large Flowered White Mussaenda
"Myristica beddomei, M. dactyloides, M. fragrans",Nutmeg
"Myristica beddomei, M. dactyloides, M. fragrans",Mace
Myrtus communis,Greek Myrtle
Nandina domestica,Heavenly Bamboo
Nannarophs ritchiana,Mazari Palm
Nerium oleander,Nerium Pink Double
Nerium oleander album,Nerium White Single
Nerium oleander album,Oleander
Nerium oleander album double,Nerium White Double
Nerium oleander carnea deep red,Nerium Deep Red Single
Nerium oleander carnea red,Nerium Red Single
Nerium oleander flava,Nerium Cream
Nerium oleander flava,Nerium Yellow
Nerium oleander petite salmon,Nerium Peach Dwarf
Nerium oleander petite salmon variegated,Nerium Salmon Variegated
Nerium oleander roseum,Nerium Light Pink Single
Nerium oleander variegatum,Nerium Variegated
"Nicolaia elatior alba, Etlingera elatior alba",White Torch Ginger
Nicolaia elatior rosea,Nicolaia Rosea
Nicolaia elatior rosea,Pink Torch Ginger
"Nicolaia elatior, Etlingera elatior, Phaeomeria magnifica",Torch Ginger Pink
Nyctanthes arbor-tristis,Coral Jasmine
Nyctanthes arbor-tristis,Night Jasmine
Nyctanthes arbor-tristis,Har Singar
Nyctanthes arbor-tristis,Tree Of Sorrow
Nyctanthes arbor-tristis variagata,Variegated Coral Jasmine
Nyctanthes arbor-tristis variagata,Night Jasmine Variegated
Ochna kirkii,Micky Mouse Plant
Ochna kirkii florepleno,Ochna Kirkii Double
Ochna serrulata,Birdseye Bush
Ocimum basilicum thai siam queen,Basil Thai Siam Queen
Ocimum sanctum,Holy Basil
Ocimum sanctum,Tulsi
Ocimum sanctum krishna tulas,Indian Basil
Odontonema strictum,Justecia Coccinea
Odontonema strictum,Firespike
Odontonema strictum,Cardinal Guard
Odontonema strictum,Scarlet Flame
Olea europaea,Olive Tree
"Oncoba spinosa, O. monacantha",Oncoba Spinosa
"Oncoba spinosa, O. monacantha",Fried Egg Flower
"Oncoba spinosa, O. monacantha",Half Fry Flower
"Oncoba spinosa, O. monacantha",Snuff-box Tree
Opuntia schickendantzii,Lions Tongue Opuntia
Orthosiphon stamineus,Moustache Flower
"Osmanthus fragrans, Olea fragrans",Good Luck Tree
"Osmanthus fragrans, Olea fragrans",Sweet Olive
Osmoxylon lineare,Long Leaved Arelia
Osmoxylon lineare aureum,Yellow Long Leaved Arelia
Pachystachys coccinea,Orange Justecia
Pachystachys coccinea,Cardinals Guard
Pachystachys lutea,Yellow Queen
Pachystachys lutea,Lollipop Plant
Pachystachys lutea,Super Goldy
Pachystachys lutea,Golden Shrimp Plant
Pandanus baptistii,Blue Screw Pine
Pandanus dubius,Fat Boy
Pandanus dubius,Broad Leaved Screw Pine
Pandanus dubius variegata,Fat Boy Variegted
Pandanus odoratissimum,Screw Pine
Pandanus odoratissimum,Pandanus Species
Pandanus odoratissimum,Hala Screw Pine Walking Tree
Pandanus pygmaeus,Pandanus Dwarf
Pandanus pygmaeus,Pandanus Mini
Pandanus pygmaeus,Dwarf Screw Pine
"Pandanus sanderi, P. veitchii",Variegated Screw Pine
Pandanus species,Screw Pine
Pandanus species,Pandanus Green
Pandanus tectorius var sanderae,Pandanus Variegatus
Pedilanthus tithymaloides,Devil's Backbone
Pedilanthus tithymaloides,Japanese Poinsettia
Pedilanthus tithymaloides,Slipper Spurge
Pedilanthus tithymaloides,Redbird Cactus
Pedilanthus tithymaloides,Christmas Candle
Pelargonium hortorum,Geranium Hybrids
Pelargonium hortorum,Bedding Geraniom
Pelargonium hortorum,Garden Geranium
Pelargonium hortorum,Zonal Geranium
Pelargonium hortorum variegatum,Geranium Variegated
Pelargonium hortorum vegetative,Geranium
Pennisetum rueppeli,Fountain Grass Red
Pennisetum species,Fountain Grass Green
Pentas lanceolata alba,Pentas White
Pentas lanceolata carnea,Pentas Dark Pink
Pentas lanceolata electric red,Pentas Red
Pentas lanceolata electric red,Pentas Electric
Pentas lanceolata hybrida,Pentas Hybrids
Pentas lanceolata lilac,Pentas Lilac
Pentas lanceolatus karmesiana,Pentas Orange - Red
"Pereskia corrugata, Rhodocactus corrugatus",Common Pereskia
Pereskia godseffiana,Variegated Pereskia
"Perilepta dyerianus, Strobilanthes dyerianus.",Peacock Plant
"Perilepta dyerianus, Strobilanthes dyerianus.",Persian Shield
Petrea volubilis,Petrea Volubilis
Petrea volubilis,Purple Wreath
Petrea volubilis,Sandpaper Climber
Petrea volubilis albiflora,Petrea White
Petrea volubilis albiflora,White Sandpaper Climber
Petrea volubilis albiflora,Patria
Phaius tankervilleae,Nun's Orchid
Phaius tankervilleae,Nun's Cap Orchid
Phaius tankervilleae,Red Crane Orchid
Phaius tankervilleae,Swamp Lily
Phaius tankervilleae,Veiled Nun Orchid
Philodendron melanochrysum,Philodendron Black Gold
Philodendron selloum,Philodendron Lacy Tree
Philodendron selloum,Saddle Leaved Philodendron
Philodendron selloum hope,Philodendron Hope
Philodendron xanadu,Xanadu
"Phoenix pusilla, P. zeylanica",Ceylon Date Palm
"Phoenix pusilla, P. zeylanica",Inchu Palm
"Phoenix pusilla, P. zeylanica",Dwarf Date Palm
"Phoenix pusilla, P. zeylanica",Small Wind Date
Phoenix roebelenii,Pigmy Date Palm
Phoenix roebelenii,Miniature Date Palm
Phoenix roebelenii,Dwarf Date Palm
Phyllanthus epiphylloides,Leaf Bamboo
Phyllanthus multiflorus,Phyllanthus Micro
Phyllanthus multiflorus,Mousetail Plant
Phyllanthus multiflorus,Myrtle-leaved Leaf Flower
"Phyllodium longipes, Desmodium longipes",Braided Flower
"Phyllodium longipes, Desmodium longipes",Fish Scales Plant
"Phyllostachys bambusoides, P.quilioi, P. reticulata",Japanese Golden Bamboo
"Phyllostachys bambusoides, P.quilioi, P. reticulata",Madake
Phyllostachys sagittata,Zadu Plant
Phyllostachys sagittata,Broom Plant
Pimenta dioica variegated,All Spice Variegated
"Pimenta dioica, P. officinalis",All Spice
"Pimenta dioica, P. officinalis",Pimento Allspice
Pinus longifolia,Pine Blue
Pinus longifolia,Long Leaved Pine
Pinus longifolia,Kumaon Pine
Pisonia alba,Pisonia
Pisonia alba,Koles - Maluko
Pisonia alba variegata,Variegated Pisonia
Pithecellobium tortum,Brazillian Rain Tree
Pittosporum pentandrum,Taiwanese Cheesewood
Pittosporum pentandrum,Mamalis
Pittosporum pentandrum,Phillippine Pittosporum
Pittosporum tobira,Pittosporum Tobira
Pittosporum tobira,Japanese Pittosprum
Pittosporum tobira,Mock Orange
Pittosporum tobira variegata,Variegated Mock - Orange
Plectranthus ambiguus,Purple Flowered Plectranthus
Pleioblastus shibuyanus,Bamboo White Variegated
Pleomele reflexa,Pleomele Reflexa
Pleomele reflexa angustifolia,Narrow Leaf Dracaena
Pleomele reflexa striata,Song Of Jamica
Pleomele reflexa variegata,Song Of India
Pleomele reflexa variegata,Malaysian Dracaena
Plumbago capensis alba,Plumbago White
Plumbago capensis alba,Chitrak White
Plumbago capensis light blue,Plumbago Light Blue
"Plumbago capensis, P. auriculata",Cape Leadwort
"Plumbago capensis, P. auriculata",Plumbago Blue
"Plumbago capensis, P. auriculata",Plumbago
"Plumbago capensis, P. auriculata",Cape Leadwort
Plumeria x hybrida variegata,Plumeria Hybrida
Plumeria x hybrida variegata,Frangipani
Plumeria acutifolia,Champa Yellow And White
Plumeria acutifolia,West Indian Jasmine
Plumeria acutifolia,Temple Tree
Plumeria acutifolia,Frangipani
Plumeria alba no 01 narrow leaf,Plumeria Narrow Leaf
Plumeria alba no 01 narrow leaf,Frangipani
Plumeria caracasana,Champa White
Plumeria caracasana,Frangipani
Plumeria obtusa,Champa White
Plumeria obtusa,Plumeria Alba
Plumeria obtusa,Frangipani
Plumeria obtusa,Temple Tree
Plumeria obtusa dwarf,Champa White
Plumeria obtusa dwarf,Dwarf Frangipant
Plumeria obtusa dwarf,Dwarf Temple Tree
Plumeria pudica,Arrowhead Plumeria
Plumeria pudica,White Nosegay
Plumeria pudica,Amapola Floron
Plumeria pudica,Bashful Frangipani
Plumeria rosea singaporensis nana,Plumeria Singapore Dwarf Pink
Plumeria rosea singaporensis nana,Mini Pink
Plumeria rosea singaporensis nana,Petite Pink
Plumeria rosea singaporensis nana,Frangipani
Plumeria rubra dark pink 01,Plumeria Rubra Dark Pink 1
Plumeria rubra dark pink 01,Temple Tree
Plumeria rubra dark pink 01,Frangipani
Plumeria rubra dark pink 02,Plumeria Dark Pink 2
Plumeria rubra dark pink 02,Frangipani
Plumeria rubra dark pink 02,Temple Tree
Plumeria rubra dark pink 03,Plumeria Rubra Dark Pink 3
Plumeria rubra dark pink 03,Temple Tree
Plumeria rubra dark pink 03,Frangipani
Plumeria rubra dark pink 04,Plumeria Dark Pink 4
Plumeria rubra dark pink 04,Frangipani
Plumeria rubra dark pink 04,Temple Tree
Plumeria rubra dark pink 05,Plumeria Dark Pink 5
Plumeria rubra dark pink 05,Frangipani
Plumeria rubra dark pink 05,Temple Tree
Plumeria rubra dark pink 06,Piumeria Dark Pink 6
Plumeria rubra dark pink 06,Frangipani
Plumeria rubra dark pink 06,Temple Tree
Plumeria rubra dark pink 07,Plumeria Dark Pink 7
Plumeria rubra dark pink 07,Frangipani
Plumeria rubra dark pink 07,Temple Tree
Plumeria rubra dark pink 08,Frangipani
Plumeria rubra dark pink 08,Temple Tree
Plumeria rubra dark pink 08,Flor De Mayo
Plumeria rubra dark pink 08,Plumeria Dark Pink 08
Plumeria rubra dark pink 10,Frangipani
Plumeria rubra dark pink 10,Temple Tree
Plumeria rubra dark pink 10,Plumeria Brown Pink 01
Plumeria rubra dark pink 10,K2 As Per Tukai Cdrom
Plumeria rubra dark pink 11,Frangipani
Plumeria rubra dark pink 11,Temple Tree
Plumeria rubra dark pink 11,Flor De Mayo
Plumeria rubra dark pink 11,Plumeria Dark Pink 11
Plumeria rubra light pink 01,Plumeria Light Pink 1
Plumeria rubra light pink 01,Frangipani
Plumeria rubra light pink 01,Temple Tree
Plumeria rubra light pink 01,Flor De Mayo
Plumeria rubra light pink 02,Temple Tree
Plumeria rubra light pink 02,Frangipani
Plumeria rubra light pink 03,Plumeria Rubra Light Pink 3
Plumeria rubra light pink 03,Temple Tree
Plumeria rubra light pink 03,Frangipani
Plumeria rubra light pink 04,Plumeria Rubra Light Pink 4
Plumeria rubra light pink 04,Frangipani
Plumeria rubra light pink 05,Plumeria Rubra Light Pink 5
Plumeria rubra light pink 05,Frangipani
Plumeria rubra light pink 06,Plumeria Rubra Light Pink 6
Plumeria rubra light pink 06,Temple Tree
Plumeria rubra light pink 06,Frangipani
Plumeria rubra light pink 07,Plumeria Light Pink 7
Plumeria rubra light pink 07,Frangipani
Plumeria rubra light pink 07,Temple Tree
Plumeria rubra light pink 07,Flor De Mayo
Plumeria rubra light pink 08,Plumeria Light Pink 8
Plumeria rubra light pink 08,Frangipani
Plumeria rubra light pink 08,Temple Tree
Plumeria rubra light pink 08,Flor De Mayo
Plumeria rubra light pink 09,Plumeria Light Pink 9
Plumeria rubra light pink 09,Frangipani
Plumeria rubra light pink 09,Temple Tree
Plumeria rubra light pink 09,Flor De Mayo
Plumeria rubra light pink 10,Plumeria Rubra Light Pink 10
Plumeria rubra light pink 10,Temple Tree
Plumeria rubra light pink 10,Frangipani
Plumeria rubra light pink 11,Champa Pink Hybrid Selection # 23
Plumeria rubra light pink 11,Frangipani
Plumeria rubra light pink 11,Temple Tree
Plumeria rubra light pink 11,Flor De Mayo
Plumeria rubra light pink 12,Plumeria Light Pink 12
Plumeria rubra light pink 12,Frangipani
Plumeria rubra light pink 12,Temple Tree
Plumeria rubra light pink 12,Flor De Mayo
Plumeria rubra light pink 13,Champa Huge Pink Flowers Selection # K5
Plumeria rubra light pink 13,Frangipani
Plumeria rubra light pink 13,Temple Tree
Plumeria rubra light pink 13,Flor De Mayo
Plumeria rubra light pink 14,Plumeria Rubra Light Pink 14
Plumeria rubra light pink 14,Temple Tree
Plumeria rubra light pink 14,Frangipani
Plumeria rubra light pink 16,Plumeria Rubra Light Pink 16
Plumeria rubra light pink 16,Temple Tree
Plumeria rubra light pink 16,Frangipani
"Plumeria rubra red 01, Plumeria rubra culcatta hybrid",Champa Hanging Red
"Plumeria rubra red 01, Plumeria rubra culcatta hybrid",Culcatta Star
"Plumeria rubra red 01, Plumeria rubra culcatta hybrid",Frangipani
"Plumeria rubra red 01, Plumeria rubra culcatta hybrid",Temple Tree
Plumeria rubra red 05 black cat,Frangipani
Plumeria rubra red 05 black cat,Temple Tree
Plumeria rubra red 05 black cat,Flor De Mayo
Plumeria rubra red 05 black cat,Plumeria Black Cat
Plumeria rubra yellow 01,Plumeria Yellow 1
Plumeria rubra yellow 01,Frangipani
Plumeria rubra yellow 01,Temple Tree
Plumeria rubra yellow 01,Flor De Mayo
Plumeria rubra yellow 02,Plumeria Yellow 2
Plumeria rubra yellow 02,Temple Tree
Plumeria rubra yellow 02,Frangipani
Plumeria rubra yellow 03,Plumeria Rubra Yellow 3
Plumeria rubra yellow 03,Temple Tree
Plumeria rubra yellow 03,Frangipani
Plumeria rubra yellow 04,Champa Yellow
Plumeria rubra yellow 04,Frangipani Yellow
Plumeria rubra yellow 04,Temple Flower
Plumeria rubra yellow orange 01,Plumeria Yellow Orange 1
Plumeria rubra yellow orange 01,Frangipani
Plumeria rubra yellow orange 01,Temple Tree
Plumeria rubra yellow orange 01,Flor De Mayo
Plumeria rubra yellow orange 02,Plumeria Rubra Yellow Orange 2
Plumeria rubra yellow orange 02,Temple Tree
Plumeria rubra yellow orange 02,Frangipani
Plumeria rubra yellow orange 03,Plumeria Yellow Orange 3
Plumeria rubra yellow orange 03,Frangipani
Plumeria rubra yellow orange 03,Temple Tree
Plumeria rubra yellow orange 03,Flor De Mayo
Plumeria rubra yellow orange 04,Plumeria Yellow Orange 4
Plumeria rubra yellow orange 04,Frangipani
Plumeria rubra yellow orange 04,Temple Tree
Plumeria rubra yellow orange 04,Flor De Mayo
Plumeria rubra yellow orange 05,Plumeria Yellow Orange 5
Plumeria rubra yellow orange 05,Frangipani
Plumeria rubra yellow orange 05,Temple Tree
Plumeria rubra yellow orange 05,Flor De Mayo
Plumeria rubra yellow orange 06,Frangipani
Plumeria rubra yellow orange 06,Temple Tree
Plumeria rubra yellow orange 06,Flor De Mayo
Plumeria rubra yellow orange 06,Plumeria Rubra Yellow Orange 06
Plumeria rubra yellow orange 06,K3 As Per Tukai Cdrom
Plumeria rubra yellow orange 07 candy stripe,Plumeria Yellow Orange 7
Plumeria rubra yellow orange 07 candy stripe,Frangipani
Plumeria rubra yellow orange 07 candy stripe,Temple Tree
Plumeria rubra yellow orange 07 candy stripe,Flor De Mayo
Plumeria rubra yellow orange 08,Plumeria Yellow Orange 8
Plumeria rubra yellow orange 08,Frangipani
Plumeria rubra yellow orange 08,Temple Tree
Plumeria rubra yellow orange 08,Flor De Mayo
Plumeria rubra yellow orange 09,Plumeria Rubra Yellow Orange 9
Plumeria rubra yellow orange 09,Temple Tree
Plumeria rubra yellow orange 09,Frangipani
Plumeria rubra yellow orange 10 dr. rao,Plumeria Rubra Yellow Orange 10 Dr. Rao
Plumeria rubra yellow orange 10 dr. rao,Temple Tree
Plumeria rubra yellow orange 10 dr. rao,Frangipani
"Plumeria stenopetala, P. stenophylla",Creeping Plumeria
"Plumeria stenopetala, P. stenophylla",Creeping Frangipani
"Plumeria stenopetala, P. stenophylla",Creeping Temple Tree
Podocarpus chinensis,Oleander Podocarpus
Podocarpus macrophyllus,Podocarpus
Podocarpus macrophyllus,Buddhist Pine
Podocarpus macrophyllus topiary,Podocarpus Topiary
Podocarpus macrophyllus topiary,Buddhist Pine Topiary
Podocarpus macrophyllus variegatus,Podocarpus Variegated
Podocarpus macrophyllus variegatus,Buddist Pine Variegated
Pogonatherum paniceum,Bamboo Grass
Polyalthia longifolia angustifolia,Ashoka Mini
Polyalthia longifolia angustifolia,Mini Mast Tree
Polyalthia longifolia angustifolia,Indian Fir Mini
Polyscias balfouriana hicolor,Polyscias Hicolor
Polyscias balfouriana pennockii,White Aralia
Polyscias balfouriana pennockii,Dinner Plant Aralia
Polyscias crispatum,Chicken Gizzard Plant
Polyscias filicifolia,Aralia Fern Leaf
Polyscias filicifolia,Panax
Polyscias filicifolia,Fern-leaf Aralia
Polyscias filicifolia,Angelica Aralia.
Polyscias filicifolia albicans nana,Polyscias Alba Nana
Polyscias fruticosa aurea,Aralia Golden
Polyscias fruticosa compacta,Ming Aralia
Polyscias fruticosa compacta,Parsley Panax
Polyscias fruticosa compacta golden,Golden Arelia
Polyscias guilfoylei compacta variegata,Polyscias Variegata
Polyscias guilfoylei crispa,Aralia Blackie
Polyscias guilfoylei crispa,Amazonica
Polyscias guilfoylei crispa,Rose Leaf Aralia
Polyscias guilfoylei laciniata,Aralia Guilfoylei Variegated
Polyscias guilfoylei quercifolia,Oak Leaf Arallia
Polyscias guilfoylei victoriae,Lace Leaf Aralia Variegated
Polyscias guilfoylei victoriae,Aralia White
Polyscias paniculata variegata,Variegated Roseleaf Arelia
Polyscias sculelloria,Dinner Plate Aralia
Prosopis glandulosa,Mesquite
Prosopis juliflora,Algaroba
Prosopis juliflora,Mesquite
"Pseuderanthemum graciflorum, P graciliflorum, P andersonii",Blue Twilight
"Pseuderanthemum graciflorum, P graciliflorum, P andersonii",Blue Crossandra
"Pseuderanthemum graciflorum, P graciliflorum, P andersonii",Florida Twilight
Pseudoeranthemum artopurpureum tonga,Kodia Green & Purple
Pseudoeranthemum artopurpureum variegatum,Kodia Brown & Yellow
Pseudoeranthemum reticulatum,Kodia Yellow
Pseudoeranthemum reticulatum,Yellow-vein Eranthemum
Pseudoeranthemum reticulatum,Golden Pseuderanthemum
Pseudoeranthemum sinuatum,Kodia Garden Care
Psidium guajava nana,Guava Mini
Psidium guajava nana rubra,Psidium Guajava Red
Psidium guajava variegata,Guava Variegated
Psilotum nudum,Whisk Fern
"Pterocarpus santalinus, Santalum rubrum. red saunders",Red Sanders
"Pterocarpus santalinus, Santalum rubrum. red saunders",Red Sandalwood
"Pterocarpus santalinus, Santalum rubrum. red saunders",
Punica granatum arakta,Pomegranate Arakta
Punica granatum bhagwa,Pomegranate Bhagwa
Punica granatum ganesh,Pomegranate Ganesh
Punica granatum minima,Pomegranate Extra Mini
Punica granatum nana,Pomegranate Mini
Punica granatum nana,
Punica granatum var flora-pleno,Pomegranate Double Flowered
Pyracantha fortuneana graberi,Chinese Firethorn
Quassia amara,Bitterwood
Quassia amara,Amargo Bark
Quassia amara,Bitter Quassia
Quisqualis indica,Rangoon Creeper
Quisqualis indica,Burma Creeper
Quisqualis indica plena,Quisqualis Double
Quisqualis indica plena,Double Rangoon Creeper
Quisqualis indica prostata,Quisqualis Low Growing
Quisqualis indica prostata,Rangoon Creeper Ground Cover
Quisqualis indica robusta,Quisqualis Indica Robusta
Radermachera sinica,China Doll
Radermachera sinica,Crystal Doll
Radermachera sinica,Emerald Tree
Radermachera sinica,Serpent Tree
Rauwolfia serpentina,Rauwolfia Root
Rauwolfia serpentina,Snake Root
Rauwolfia serpentina,Indian Snakeroot
Rauwolfia serpentina,Insanity Herb
"Reinwardia trigyna, Reinwardia indica",Reinwardia
Rhapis excelsa,Lady Palm
Rhapis excelsa,Bamboo Palm
Rhapis humilis,Slender Lady Palm
Rhapis subtilis,Dwarf Lady Palm
Rhapis subtilis,Thailand Lady Palm
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Moses In A Boat
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Moses-in-the-cradle
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Moses-in-the Bulrushes
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Boat-lily
"Rhoeo spathacea, R. discolor, Tradescantia dis-color",Oyster Plant
Rinchospermum jasminoides,Star Jasmine
Rinchospermum jasminoides,Confederate Jasmine
Rivina humilis,Christmas Berry
Rivina humilis,Rouge Plant
Rondeletia odorata,Fragrant Panama Rose
Rondeletia odorata,Sweet Smelling Rondeletia
Ruellia brittoniana,Desert Petunia
Ruellia brittoniana,Florida Bluebells
Ruellia brittoniana,Mexican Petunia
Ruellia brittoniana,Mexican Blue Bells
Ruellia brittoniana,
Ruellia rosea,Ruellia Rosea
Ruscus hypoglossum,Mouse Thorn
Ruscus hypoglossum,Forever Plant
Russelia equisetaefolia flava,Russelia Yellow
"Russelia equisetiformis, Russelia juncea",Weeping Mary
"Russelia equisetiformis, Russelia juncea",Coral Bush
"Russelia equisetiformis, Russelia juncea",Fountain Plant
Russelia sarmentosa,Russelia Erect Growing
Russelia sarmentosa,Coral Blow
Ruttya fruticosa,Ruttya Fruticosa
Ruttya fruticosa,Rabbit Ears
Ruttya fruticosa,Orange Bird
Ruttya fruticosa,Hummingbird Plant
Ruttya speciosa scholesei,Yellow Rabbit Ears
Ruttya speciosa scholesei,Yellow Bird
Ruttya speciosa scholesei,Yellow Hummingbird Plant
Sageretia theezans,Sageretia
Sageretia theezans,Segretia
Salix babylonica,Weeping Willow
Salix babylonica,Peking Willow
Salix babylonica,Babylon Weeping Willow
Salvia farinacea,Salvia Blue
Salvia farinacea,Salvia Perennial
Salvia farinacea,Mealy Blue Sage
Salvia farinacea,Mealy Sage
Salvia farinacea,Mealy-cup Sage
Salvia farinacea,Mealycup Sage
Salvia splendens mix,Salvia Mix
Salvia splendens red,Salvia Red
Salvia splendens red,Scarlet Sage
"Sambucus canadensis, Sambucus nigra",American Elderberry
"Sambucus canadensis, Sambucus nigra",Black Elderberry
Sampantea amentiflora,Sampantea Amentiflora
Sanchezia nobilis,Aphelandra
Sanchezia nobilis,Tiger Plant
Sanchezia nobilis tricolor,Tricolor Aphelandra
"Sandoricum koetjape, S. indicum, S. nervosum",Santol
Sansevieria guineensis variegata,Sansevieria Golden Broad Leaved
Sansevieria trifasciata,Snake Plant
Sansevieria trifasciata,Mother-in-law's Tongue
Sansevieria trifasciata compacta,Sansevieria Compacta
Sansevieria trifasciata golden hahnii,Sanseveria Golden Hahnii
Sansevieria trifasciata hahnii,Mother In Laws Tongue
Sansevieria trifasciata hahnii,Hahns Sansevieria
Sansevieria trifasciata hahnii,Dwarf Snake Plant
"Sansevieria trifasciata laurentii, S. zebrina",Mother In Laws Tongue
"Sansevieria trifasciata laurentii, S. zebrina",Snake Plant
"Sansevieria trifasciata laurentii, S. zebrina",Sanseveria
"Sansevieria trifasciata laurentii, S. zebrina",Bowstring Hemp.
Saphora tomentosa,Saphora
Saphora tomentosa,Neeklace Pod
Saphora tomentosa,Silver Bush
"Saraca indica, S. arborescens",Sarrow Less Tree
"Saraca indica, S. arborescens",Asoka
"Saraca indica, S. arborescens",Sita Ashok
Schaueria flavicoma,Jacobinia Yellow
Schaueria flavicoma,Jacobina Yellow
Schaueria flavicoma,Golden Plume
Schaueria flavicoma,Jacobina Hairy Light Yellow
Schaueria flavicoma,Paint Brush Jacobina
Schefflera arboricola,Schefflera Green
Schefflera arboricola,Hawaiian Elf
Schefflera arboricola,Dwarf Schefflera
Schefflera arboricola hicolor,Schefflera Variegated
Schefflera arboricola hicolor,Schefflera Hicolor
Schefflera arboricola variegata,Schefflera Variegated
Schefflera venulosa,Big Leaf Schefflera
Schefflera venulosa hicolor,Big Schefflera Hicolor
Schefflera venulosa variegata,Schefflera Big Variegated
Senecio cineraria,Dusty Miller Mini
Senecio cineraria cirrus,Dusty Miller
Senecio cineraria silver dust,Dusty Miller Silver Dust
"Senecio kleinia, Kleinia nerifolia",California Cactus
"Senecio kleinia, Kleinia nerifolia",Monkey Tree
Serenoa repens green,Serenoa Palm
Serenoa repens silver,Serenoa Silver
Serissa foetida,Serissa Single
Serissa foetida double,Serissa Double Flowered
Serissa foetida variegated,Serissa Variegated
Serissa foetida variegated,Snow Rose
Serissa foetida variegated,Tree Of A Thousand Stars
Sesbania grandiflora,Sesban
Sesbania grandiflora,Vegetable Hummingbird
"Sesbania grandiflora rubra, Agati grandiflora rubra",Sesban
"Sesbania grandiflora rubra, Agati grandiflora rubra",Vegetable Hummingbird
"Sesbania grandiflora rubra, Agati grandiflora rubra",Red Wisteria
"Sesbania punicea, S tripetii, Daubentonia tripetii",Chines Rattlebox
"Sesbania punicea, S tripetii, Daubentonia tripetii",Scarlet Wisteria
"Sesbania punicea, S tripetii, Daubentonia tripetii",Red Sesbania
"Sesbania punicea, S tripetii, Daubentonia tripetii",Coffee Weed
"Sesbania punicea, S tripetii, Daubentonia tripetii",Rattle-pod
"Sesbania punicea, S tripetii, Daubentonia tripetii",Sesban
"Sesbania punicea, S tripetii, Daubentonia tripetii",Red Seine Bean
Solandra nitida,Cup Of Gold
Solandra nitida,Chalice Vine
Solandra nitida variegated,Variegated Solandra
Solanum mammosum,Nipple Fruit
Solanum nigrum,Black Night Shade
Solanum nigrum,Makoy
Solanum nigrum,Deadly Nightshade
Solanum nigrum,Garden Nightshade
Solanum nigrum,Kakamachi.
Solanum wendlandii,Paradise Flower
Solanum wendlandii,Giant Potato Creeper
Solanum wendlandii,Paradise Flower
Solanum wendlandii,Divorce Vine
Solanum wendlandii,Costa Rica Nightshade
Solidago nemoralis,Golden Rod
